food_code,food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,image_url,,,,,,,,,,,,
ASC085,Cream of mixed vegetable soup,248.42,59.65,4.93,6.84,9.05,2.10,2.14,7.05,65.26,94.33,27.05,5655.45,255.87,1.36,0.07,0.64,0.00,0.23,0.02,0.48,28.60,0.17,3.60,0.00,11.38,0.00,15.03,0.06,0.04,0.32,0.24,0.06,1.44,15.03,10.77,1564.13,soup bowl,,,,,,,,,,,,,
ASC086,Cream of mushroom soup,484.63,117.28,3.74,6.64,15.50,1.93,1.34,6.74,70.56,106.93,24.31,5276.06,249.79,1.81,0.08,0.25,0.00,0.19,0.01,0.56,32.07,3.65,4.31,0.00,4.35,0.00,8.19,0.02,0.04,0.22,0.21,0.05,2.74,8.19,1.54,77.09,soup bowl,,,,,,,,,,,,,
ASC087,Chicken sweet corn soup,119.03,28.32,1.63,14.48,12.59,0.27,0.47,6.37,91.50,177.67,41.64,12205.33,362.15,3.83,0.11,2.67,0.00,0.23,0.00,1.02,0.72,0.07,0.01,0.18,0.09,2.87,5.57,0.03,0.02,1.04,0.24,0.06,0.58,5.57,0.84,4.12,soup bowl,,,,,,,,,,,,,
ASC088,Minestrone soup,178.39,42.66,3.71,9.30,11.09,1.01,1.92,3.70,53.55,101.30,31.06,8875.06,299.64,1.82,0.06,0.71,0.00,0.22,0.01,0.39,14.19,0.10,3.24,0.00,10.81,0.00,10.10,0.04,0.02,0.64,0.13,0.04,0.77,10.10,8.44,1748.04,soup bowl,,,,,,,,,,,,,
ASC089,Egg drop soup,110.83,26.64,1.10,12.93,13.52,0.60,0.81,31.67,100.14,170.96,39.39,12418.84,346.42,3.93,0.09,3.30,0.00,0.24,0.01,1.04,28.13,0.18,0.08,0.07,7.62,1.15,8.87,0.01,0.02,0.09,0.16,0.03,1.72,8.87,2.68,63.91,soup bowl,,,,,,,,,,,,,
ASC090,Chinese cabbage and meat ball soup,1992.37,484.31,1.43,5.21,56.57,0.37,0.57,5.83,41.07,64.93,15.07,4249.41,147.10,1.52,0.04,0.73,0.00,0.11,0.01,0.36,6.78,25.43,1.35,0.01,8.54,0.20,4.37,0.02,0.01,0.37,0.06,0.02,0.47,4.37,3.59,640.37,soup bowl,,,,,,,,,,,,,
ASC091,French onion soup,230.90,55.61,4.28,11.41,14.39,1.50,1.01,10.59,106.22,167.13,37.54,11202.89,320.67,3.52,0.10,0.24,0.00,0.26,0.01,0.99,44.42,0.10,0.20,0.00,1.60,0.00,7.06,0.01,0.01,0.08,0.09,0.03,0.77,7.06,1.52,53.65,soup bowl,,,,,,,,,,,,,
ASC092,Hot and sour soup,132.17,31.51,1.78,3.12,1.31,0.66,0.60,17.91,10.68,34.22,7.53,163.26,93.43,0.43,0.05,3.25,0.00,0.11,0.01,0.18,7.01,0.10,0.73,0.17,6.90,3.29,10.13,0.02,0.02,0.97,0.22,0.09,1.51,10.13,6.26,595.21,soup bowl,,,,,,,,,,,,,
ASC093,Talaumein soup,149.32,35.63,4.17,10.12,12.78,0.77,1.94,12.40,42.33,101.54,37.81,11088.14,340.97,2.23,0.06,2.09,0.00,0.28,0.02,0.41,6.71,0.66,1.24,0.03,14.95,0.49,13.16,0.02,0.02,0.25,0.16,0.06,1.38,13.16,3.42,1060.60,soup bowl,,,,,,,,,,,,,
ASC094,Cold cucumber soup (Thanda kheere ka soup),201.43,48.03,4.58,2.99,1.99,3.34,0.88,7.06,99.79,98.44,15.83,121.32,171.02,0.32,0.03,1.07,0.00,0.06,0.02,0.42,20.12,0.05,0.47,0.00,4.59,0.00,14.61,0.03,0.11,0.20,0.34,0.06,2.08,14.61,2.69,265.68,soup bowl,,,,,,,,,,,,,
ASC095,Cold summer garden soup,203.38,49.19,2.65,8.57,14.08,0.46,1.86,10.12,43.93,86.54,38.89,9919.63,361.43,2.13,0.07,0.55,0.00,0.28,0.02,0.36,46.93,0.17,0.28,0.00,22.78,0.00,14.09,0.02,0.02,0.19,0.13,0.03,0.94,14.09,5.31,1029.93,soup bowl,,,,,,,,,,,,,
ASC096,Chapati/Roti,844.75,202.31,35.65,5.88,3.56,1.00,6.31,6.83,17.22,175.00,69.44,1.16,172.78,2.28,0.27,29.51,0.00,1.66,0.02,1.58,25.61,0.30,7.46,0.00,0.83,0.00,16.23,0.23,0.08,1.32,0.48,0.14,0.42,16.23,0.00,209.53,chapati,,,,,,,,,,,,,
ASC097,Plain parantha/paratha,1237.55,298.30,30.69,5.06,16.86,0.86,5.43,0.00,14.81,150.67,59.91,62.07,148.89,1.98,0.23,25.41,0.00,1.43,0.01,1.36,0.00,8.07,6.42,0.00,1.73,0.00,13.98,0.20,0.07,1.13,0.42,0.12,0.36,13.98,0.00,135.84,parantha,,,,,,,,,,,,,
ASC098,Potato parantha/paratha (Aloo ka parantha/paratha),851.61,205.04,23.92,3.70,10.22,1.15,4.18,0.00,17.38,107.56,46.11,127.20,272.88,1.52,0.18,15.42,0.00,0.94,0.01,0.95,0.00,4.85,4.02,0.00,4.42,0.00,16.02,0.14,0.05,1.05,0.39,0.12,0.87,16.02,8.54,295.46,parantha,,,,,,,,,,,,,
ASC099,Radish parantha/paratha (Mooli ka parantha/paratha),762.00,183.52,20.54,3.30,9.53,1.31,4.32,0.00,23.75,98.85,41.98,127.03,206.44,1.39,0.16,14.23,0.00,0.87,0.02,0.88,0.00,4.51,3.72,0.00,4.39,0.00,20.73,0.12,0.05,0.80,0.32,0.11,1.28,20.73,8.44,223.85,parantha,,,,,,,,,,,,,
ASC100,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),739.29,178.07,18.84,3.73,9.47,1.15,4.68,0.00,22.00,103.43,44.53,190.03,222.94,1.59,0.16,14.09,0.00,0.96,0.01,0.90,0.00,4.44,4.13,0.00,8.60,0.00,25.84,0.13,0.07,0.79,0.47,0.13,1.27,25.84,17.28,238.25,parantha,,,,,,,,,,,,,
ASC101,Dal parantha/paratha,1114.69,268.24,30.03,6.78,13.05,1.43,6.46,0.00,23.89,158.21,63.15,156.13,268.85,2.45,0.30,25.16,0.00,1.31,0.04,1.53,0.00,5.90,5.05,0.00,4.83,0.00,37.84,0.20,0.08,1.15,0.55,0.13,0.70,37.84,2.35,420.07,parantha,,,,,,,,,,,,,
ASC102,Sprouted moong parantha/paratha,948.71,228.59,24.31,4.29,12.43,1.47,4.49,0.00,20.33,120.66,49.59,153.94,150.07,1.94,0.19,18.51,0.00,1.10,0.02,1.10,0.00,5.88,4.82,0.00,4.64,0.00,16.33,0.17,0.06,0.95,0.38,0.12,0.59,16.33,2.61,293.34,parantha,,,,,,,,,,,,,
ASC103,Pea parantha/paratha (Matar ka parantha/paratha),792.61,190.73,21.51,5.59,8.80,1.29,5.61,0.00,23.49,103.50,49.23,109.99,197.71,1.78,0.22,13.73,0.00,0.95,0.02,1.17,0.00,4.24,8.38,0.00,20.29,0.00,31.05,0.21,0.05,1.14,0.51,0.15,1.97,31.05,16.43,697.85,parantha,,,,,,,,,,,,,
ASC104,Keema parantha/paratha,989.27,238.09,18.36,9.41,13.91,0.99,3.44,25.66,19.35,152.13,43.62,140.62,213.77,1.80,0.17,14.86,0.00,0.84,0.01,1.98,1.67,4.57,3.70,0.00,3.56,0.00,11.49,0.16,0.10,2.30,0.56,0.15,1.12,11.49,1.80,220.31,parantha,,,,,,,,,,,,,
ASC105,Paneer parantha/paratha,1093.35,262.97,24.33,7.98,14.62,3.77,4.00,0.00,127.65,181.47,48.99,142.52,141.55,1.70,0.19,22.13,0.03,1.01,0.01,1.59,0.00,5.31,4.37,0.00,4.10,0.00,34.11,0.14,0.08,0.85,0.42,0.10,5.43,34.11,1.99,303.06,parantha,,,,,,,,,,,,,
ASC106,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),901.21,216.49,21.39,5.54,12.09,1.31,4.39,0.00,33.07,101.72,53.30,177.19,251.93,1.85,0.18,11.71,0.01,1.06,0.01,0.90,0.00,6.02,2.89,0.00,68.84,0.00,61.41,0.18,0.08,0.85,0.41,0.15,2.29,61.41,8.08,2059.79,parantha,,,,,,,,,,,,,
ASC107,Poori,3035.59,737.63,8.22,1.35,77.61,0.23,1.46,1.58,3.98,40.35,16.07,31.73,39.91,0.60,0.07,6.80,0.00,0.38,0.00,0.37,5.91,37.90,1.72,0.00,5.03,0.00,3.74,0.05,0.02,0.30,0.11,0.03,0.10,3.74,0.00,48.31,poori,,,,,,,,,,,,,
ASC108,Spinach poori (Palak poori),2816.04,684.25,7.76,1.42,71.86,0.24,1.55,1.46,10.02,39.97,21.42,35.47,84.67,0.79,0.08,6.45,0.00,0.44,0.00,0.38,5.46,35.16,1.61,0.00,28.81,0.00,14.00,0.06,0.03,0.31,0.12,0.04,0.40,14.00,2.24,765.51,poori,,,,,,,,,,,,,
ASC109,Methi poori,2922.04,710.02,7.98,1.45,74.60,0.26,1.61,1.51,14.61,41.04,18.01,35.37,48.54,0.81,0.07,6.59,0.00,0.40,0.01,0.37,5.67,36.43,1.74,0.00,21.38,0.00,6.51,0.06,0.03,0.33,0.13,0.05,0.28,6.51,2.24,550.68,poori,,,,,,,,,,,,,
ASC110,Dal stuffed poori,3231.84,785.16,10.14,2.08,81.69,0.29,1.96,1.66,6.88,53.37,22.74,128.18,81.94,0.83,0.09,7.76,0.00,0.51,0.01,0.47,6.21,39.86,2.10,0.00,6.08,0.00,6.44,0.06,0.02,0.39,0.20,0.05,0.14,6.44,0.36,82.44,poori,,,,,,,,,,,,,
ASC111,Potato stuffed poori (Aloo ki poori),3196.78,776.74,9.40,1.52,81.35,0.26,1.64,1.65,5.57,45.05,18.52,69.86,71.98,0.70,0.08,7.17,0.00,0.41,0.00,0.40,6.19,39.72,1.81,0.00,5.47,0.00,4.73,0.06,0.02,0.38,0.14,0.04,0.17,4.73,1.17,76.30,poori,,,,,,,,,,,,,
ASC112,Tandoori parantha/paratha,1225.73,295.37,30.74,5.08,16.51,0.86,5.44,39.77,14.98,150.90,59.88,1.14,148.98,1.96,0.23,25.45,0.00,1.43,0.01,1.37,149.07,1.06,6.43,0.00,0.72,0.00,14.00,0.20,0.07,1.14,0.42,0.12,0.36,14.00,0.00,437.25,parantha,,,,,,,,,,,,,
ASC113,Boiled rice (Uble chawal),490.33,117.19,25.72,2.60,0.18,0.22,1.25,0.00,2.70,46.67,8.91,1.05,47.33,0.24,0.09,0.40,0.00,0.26,0.02,0.36,0.00,0.03,0.00,0.00,0.50,0.00,3.25,0.06,0.02,0.84,0.18,0.07,0.10,3.25,0.00,15.63,plate,,,,,,,,,,,,,
ASC114,Plain pulao,583.77,140.21,21.82,2.34,4.62,1.15,1.69,0.00,12.76,42.93,12.30,193.76,74.74,0.41,0.09,0.40,0.00,0.47,0.03,0.37,0.00,2.20,0.28,0.00,2.01,0.00,7.35,0.05,0.02,0.72,0.19,0.07,0.52,7.35,1.11,35.37,plate,,,,,,,,,,,,,
ASC115,Mixed vegetable pulao,471.00,113.05,17.49,2.72,3.33,1.35,2.67,0.00,19.61,44.58,17.60,187.92,133.82,0.60,0.11,0.49,0.00,0.43,0.03,0.43,0.00,1.60,1.95,0.00,9.58,0.00,18.39,0.08,0.02,0.73,0.27,0.12,1.40,18.39,5.96,1340.13,plate,,,,,,,,,,,,,
ASC116,Mushroom pulao,517.56,124.29,19.02,2.52,4.03,1.00,1.88,0.00,13.54,49.03,13.23,222.36,108.70,0.39,0.09,0.34,0.00,0.42,0.02,0.34,0.00,1.89,3.11,0.00,3.47,0.00,7.47,0.05,0.02,0.71,0.23,0.08,1.73,7.47,0.96,30.39,plate,,,,,,,,,,,,,
ASC117,Sprouted moong pulao,470.44,112.97,17.49,2.19,3.61,1.43,1.78,0.00,16.26,42.22,13.05,153.16,95.52,0.65,0.08,0.33,0.00,0.39,0.02,0.34,0.00,1.68,0.38,0.00,3.76,0.00,10.58,0.06,0.02,0.61,0.21,0.08,0.57,10.58,1.85,1181.76,plate,,,,,,,,,,,,,
ASC118,Paneer pulao,2396.20,581.91,8.76,1.98,59.81,1.11,0.62,0.00,33.09,35.47,6.11,72.28,31.25,0.26,0.05,1.53,0.01,0.18,0.01,0.30,0.00,29.00,0.11,0.00,4.35,0.00,8.27,0.02,0.01,0.27,0.10,0.03,1.45,8.27,0.41,24.57,plate,,,,,,,,,,,,,
ASC119,Peanut pulao ,806.21,193.28,21.18,5.32,9.51,1.60,2.90,0.00,18.52,91.56,38.11,168.40,159.16,0.83,0.21,0.82,0.00,0.63,0.05,0.76,0.00,2.49,1.23,0.00,2.07,0.00,19.02,0.12,0.03,2.21,0.31,0.10,0.67,19.02,0.96,42.00,plate,,,,,,,,,,,,,
ASC120,Navratan pulao,1090.19,261.71,36.98,6.20,9.45,2.52,3.82,0.00,59.61,107.10,32.27,334.26,185.63,1.10,0.22,2.65,0.01,0.98,0.04,0.98,0.00,3.76,2.51,0.00,11.43,0.00,25.65,0.13,0.04,1.33,0.46,0.15,2.74,25.65,7.04,1517.86,plate,,,,,,,,,,,,,
ASC121,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),722.95,173.43,27.57,4.88,4.82,2.48,3.15,0.00,18.94,72.14,21.62,170.05,164.60,0.95,0.17,0.35,0.00,0.98,0.02,0.70,0.00,2.00,0.24,0.00,2.98,0.00,84.14,0.11,0.05,0.84,0.39,0.14,0.45,84.14,1.52,36.02,plate,,,,,,,,,,,,,
ASC122,Mutton biryani/biriyani,795.74,190.76,22.50,7.38,7.72,2.39,2.42,0.40,68.58,94.87,19.12,262.64,212.05,1.29,0.12,0.59,0.00,0.67,0.06,0.46,1.01,1.99,2.03,0.00,6.94,0.00,14.47,0.11,0.07,2.45,0.27,0.11,1.06,14.47,4.95,811.04,plate,,,,,,,,,,,,,
ASC123,Vegetable biryani/biriyani,724.76,174.61,18.56,3.16,9.51,2.14,3.31,0.27,33.52,59.38,24.37,183.79,242.50,0.86,0.12,0.65,0.00,0.56,0.03,0.50,0.70,4.52,2.83,0.00,12.90,0.00,25.71,0.08,0.04,0.86,0.38,0.15,2.00,25.71,13.05,1582.91,plate,,,,,,,,,,,,,
ASC124,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",734.93,176.30,21.62,4.26,7.88,0.78,2.52,0.00,12.70,77.42,29.94,187.11,152.57,0.77,0.16,1.51,0.00,0.39,0.08,0.59,0.00,2.47,1.29,0.00,6.63,0.00,11.91,0.10,0.04,1.70,0.24,0.09,0.23,11.91,3.20,2148.06,plate,,,,,,,,,,,,,
ASC125,Sweet rice (Meethe chawal),906.12,215.41,42.59,2.10,4.57,24.80,1.13,9.55,11.38,39.74,11.13,3.20,56.08,0.34,0.11,0.38,0.00,0.46,0.04,0.32,35.79,0.50,0.22,0.00,0.92,0.00,3.06,0.04,0.02,0.62,0.14,0.05,0.16,3.06,0.06,90.74,plate,,,,,,,,,,,,,
ASC126,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),818.47,195.74,32.93,5.75,4.32,3.91,2.13,3.12,101.52,133.75,24.28,213.29,211.78,0.59,0.13,1.83,0.01,0.35,0.06,0.74,7.93,1.06,1.58,0.00,7.91,0.00,13.06,0.10,0.15,1.14,0.46,0.14,1.45,13.06,2.36,1872.22,plate,,,,,,,,,,,,,
ASC127,Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),1556.82,373.04,65.08,7.45,8.53,11.65,5.12,7.70,50.94,147.53,58.32,162.41,369.08,2.89,0.37,3.67,0.02,0.81,0.45,1.13,28.85,1.97,7.05,0.00,13.31,0.00,18.01,0.21,0.08,2.29,0.52,0.21,0.49,18.01,0.66,3140.33,plate,,,,,,,,,,,,,
ASC128,Spanish rice,686.24,164.24,31.10,4.19,2.23,1.26,2.78,0.00,18.93,69.95,21.13,96.61,190.33,0.92,0.16,0.94,0.01,0.44,0.05,0.61,0.00,1.02,4.18,0.00,14.79,0.00,25.05,0.11,0.04,1.31,0.36,0.15,1.23,25.05,22.37,1934.34,plate,,,,,,,,,,,,,
ASC129,Chinese fried rice,502.30,120.58,13.40,4.05,5.43,1.47,2.31,52.09,34.70,70.05,18.99,248.36,210.87,0.99,0.09,6.13,0.00,0.26,0.02,0.51,28.18,2.18,0.57,0.12,23.24,2.08,38.95,0.06,0.06,0.70,0.43,0.18,4.23,38.95,19.18,1886.76,plate,,,,,,,,,,,,,
ASC133,Macroni cheese pie,717.16,170.63,21.10,5.85,7.48,3.40,0.40,15.99,122.01,162.88,19.78,200.51,156.11,0.54,0.09,5.54,0.00,0.21,0.01,0.71,60.18,0.32,2.52,0.00,5.85,0.00,11.77,0.06,0.08,0.84,0.41,0.07,1.86,11.77,6.11,1334.65,casserole dish,,,,,,,,,,,,,
ASC134,Vegetable chowmein,543.32,129.71,15.44,3.07,6.36,1.97,1.86,0.00,28.33,56.26,21.67,258.47,201.59,0.99,0.09,3.90,0.00,0.27,0.01,0.39,0.00,3.00,0.59,0.00,20.64,0.00,33.17,0.06,0.04,0.93,0.30,0.15,1.94,33.17,28.50,2228.36,plate,,,,,,,,,,,,,
ASC135,Chicken chowmein,632.98,151.33,13.30,6.33,8.23,1.63,1.64,10.73,26.10,77.93,21.81,288.15,225.32,0.89,0.13,6.64,0.00,0.24,0.01,0.46,1.21,3.23,0.53,0.24,18.15,4.84,29.70,0.07,0.04,2.19,0.45,0.22,2.41,29.70,24.68,1937.75,plate,,,,,,,,,,,,,
ASC136,Cheese noodle ring,561.07,133.67,13.96,6.22,6.12,2.84,1.27,55.67,99.30,140.95,20.45,241.96,176.93,0.79,0.09,8.66,0.00,0.19,0.02,0.73,61.17,0.43,2.14,0.11,8.18,1.84,23.84,0.07,0.09,0.67,0.55,0.12,4.43,23.84,6.09,1462.24,plate,,,,,,,,,,,,,
ASC137,Spaghetti and cheese balls in tomato sauce,2095.46,508.32,7.82,2.41,52.08,1.83,0.59,3.83,40.59,39.59,8.73,104.14,68.28,0.32,0.05,2.67,0.01,0.10,0.00,0.32,17.42,24.57,2.53,0.00,9.19,0.00,12.01,0.03,0.02,0.36,0.13,0.04,1.57,12.01,5.97,1266.58,plate,,,,,,,,,,,,,
ASC138,Penne platter,744.46,177.40,20.87,5.04,8.71,4.50,1.09,2.29,67.67,87.01,21.93,283.37,202.22,0.90,0.11,6.89,0.01,0.30,0.01,0.67,5.97,1.06,1.53,0.00,6.79,0.00,23.02,0.08,0.03,1.16,0.37,0.10,3.50,23.02,6.25,1013.17,plate,,,,,,,,,,,,,
ASC139,Pasta hot pot,524.24,125.17,11.60,5.84,6.47,5.99,0.80,27.19,55.28,100.04,17.09,231.17,215.22,0.82,0.07,3.26,0.00,0.17,0.01,0.89,24.04,1.00,1.63,0.03,4.95,0.44,13.39,0.20,0.09,1.44,0.38,0.10,1.79,13.39,7.07,1010.47,plate,,,,,,,,,,,,,
ASC140,Chicken lasagne,785.18,187.49,13.90,10.45,10.36,2.74,0.11,50.38,119.98,190.02,18.11,238.55,176.85,0.64,0.12,9.92,0.00,0.12,0.01,0.80,81.45,0.40,0.05,0.38,0.76,7.46,11.86,0.07,0.10,2.40,0.65,0.18,3.44,11.86,0.82,126.09,plate,,,,,,,,,,,,,
ASC141,Fettuccine with spinach sauce,540.00,129.21,12.19,3.10,7.83,1.18,0.77,10.29,53.67,64.04,34.19,153.59,247.35,1.28,0.10,3.86,0.01,0.46,0.01,0.43,45.57,0.69,0.15,0.00,94.43,0.00,48.13,0.08,0.05,0.61,0.22,0.08,1.64,48.13,10.80,2774.57,plate,,,,,,,,,,,,,
ASC142,Naan,1197.80,286.45,51.75,8.05,4.99,5.59,1.91,10.15,88.01,245.77,27.53,326.11,166.24,1.29,0.13,0.47,0.00,0.45,0.08,0.80,39.97,0.20,4.36,0.00,1.57,0.00,14.22,0.11,0.10,0.57,0.58,0.07,1.04,14.22,0.43,238.35,naan,,,,,,,,,,,,,
ASC143,Bhatura,3265.00,793.20,10.73,1.63,82.56,0.69,0.38,0.38,12.12,39.05,4.89,28.30,30.07,0.33,0.03,0.07,0.00,0.09,0.00,0.15,0.96,40.58,0.92,0.00,5.33,0.00,2.85,0.02,0.02,0.11,0.12,0.01,0.17,2.85,0.03,37.82,bhatura,,,,,,,,,,,,,
ASC144,Idli,575.46,137.54,28.18,4.64,0.33,0.28,2.31,0.00,8.00,79.30,25.44,100.83,158.13,0.68,0.14,2.75,0.00,0.38,0.05,0.62,0.00,0.04,0.84,0.00,1.28,0.00,11.77,0.07,0.03,0.93,0.46,0.09,0.17,11.77,0.00,41.87,idli,,,,,,,,,,,,,
ASC146,Masala dosa,683.80,164.58,19.57,3.29,7.84,1.33,2.52,0.00,15.58,62.57,26.62,191.28,271.77,0.79,0.13,2.34,0.00,0.31,0.10,0.50,0.00,3.71,1.48,0.00,5.96,0.00,17.05,0.06,0.03,0.84,0.39,0.09,0.90,17.05,6.75,1008.09,dosa,,,,,,,,,,,,,
ASC147,Semolina dosa (Suji/Rava dosa),947.56,227.05,32.84,7.30,7.12,4.37,4.04,4.59,116.04,196.56,28.14,202.36,254.06,1.39,0.19,4.94,0.00,0.78,0.05,1.16,11.68,2.81,5.03,0.00,5.41,0.00,21.61,0.14,0.14,0.58,0.55,0.11,1.50,21.61,3.11,457.81,dosa,,,,,,,,,,,,,
ASC148,Onion tomato uttapam,1903.54,462.02,11.32,1.91,45.30,0.80,1.26,0.00,5.82,33.48,12.35,143.53,90.20,0.36,0.07,1.03,0.00,0.17,0.04,0.27,0.00,22.28,1.45,0.00,5.99,0.00,8.37,0.03,0.01,0.42,0.21,0.05,0.40,8.37,3.43,554.36,uttapam,,,,,,,,,,,,,
ASC149,Paneer kaathi roll,1186.30,285.94,20.10,6.92,19.55,3.29,2.40,30.84,101.66,131.60,29.55,221.03,130.50,1.42,0.13,14.56,0.02,0.57,0.02,1.09,16.69,8.14,2.52,0.07,4.61,1.23,36.43,0.09,0.07,0.56,0.44,0.09,6.02,36.43,12.59,384.66,kaathi roll,,,,,,,,,,,,,
ASC150,Makki ki roti,1094.52,263.97,24.19,3.49,16.85,0.70,5.19,39.07,14.76,102.02,53.51,236.22,152.79,1.11,0.16,3.08,0.00,0.26,0.03,0.83,146.44,1.04,11.86,0.00,1.18,0.00,12.61,0.12,0.03,0.98,0.14,0.13,0.46,12.61,2.34,612.31,roti,,,,,,,,,,,,,
ASC151,Washed moong dal (Dhuli moong ki dal),208.28,50.00,5.91,2.68,1.68,0.12,1.17,0.00,8.48,47.49,19.19,150.64,151.48,0.64,0.11,5.45,0.00,0.14,0.08,0.30,0.00,0.74,0.28,0.00,1.47,0.00,10.10,0.04,0.02,0.23,0.18,0.03,0.07,10.10,0.02,101.53,bowl,,,,,,,,,,,,,
ASC152,Washed urad dal (Dhuli urad ki dal),254.82,61.32,5.84,2.51,2.98,0.32,1.53,0.00,10.24,42.13,21.32,142.21,143.16,0.72,0.08,2.46,0.00,0.25,0.04,0.35,0.00,1.36,1.00,0.00,2.04,0.00,10.27,0.03,0.01,0.23,0.32,0.03,0.19,10.27,0.33,69.13,bowl,,,,,,,,,,,,,
ASC153,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),304.63,73.25,7.10,2.79,3.60,1.05,2.72,0.00,14.33,46.19,21.16,149.47,183.95,0.99,0.12,5.86,0.00,0.34,0.04,0.50,0.00,1.48,1.84,0.00,4.86,0.00,32.43,0.06,0.02,0.36,0.33,0.05,0.97,32.43,5.45,803.01,bowl,,,,,,,,,,,,,
ASC154,Dry washed urad,520.00,124.71,15.66,6.85,3.50,0.73,4.06,0.00,27.08,114.17,57.16,295.79,384.33,1.89,0.21,6.77,0.01,0.64,0.09,0.94,0.00,1.46,2.70,0.00,8.45,0.00,28.14,0.07,0.03,0.60,0.87,0.09,0.51,28.14,1.02,355.22,bowl,,,,,,,,,,,,,
ASC155,Mixed dal,257.36,61.93,5.79,2.51,3.10,0.34,1.62,0.00,11.00,42.41,19.72,141.36,144.27,0.78,0.10,4.24,0.00,0.27,0.11,0.36,0.00,1.36,0.59,0.00,2.16,0.00,13.55,0.04,0.02,0.24,0.23,0.03,0.19,13.55,0.37,107.33,bowl,,,,,,,,,,,,,
ASC156,Whole moong (Moong ki dal),223.16,53.70,5.22,2.25,2.56,0.59,2.02,0.00,13.58,37.07,22.53,123.86,149.16,0.68,0.11,2.08,0.00,0.21,0.07,0.29,0.00,1.22,1.73,0.00,4.99,0.00,16.17,0.05,0.03,0.30,0.22,0.05,0.39,16.17,3.22,754.66,bowl,,,,,,,,,,,,,
ASC157,Whole masoor (Masoor ki dal),224.65,54.05,5.37,2.28,2.52,0.67,1.98,0.00,12.20,29.01,12.74,123.72,112.96,0.95,0.10,4.97,0.00,0.26,0.11,0.35,0.00,1.21,3.00,0.00,4.34,0.00,14.07,0.05,0.02,0.33,0.19,0.06,0.42,14.07,3.22,759.04,bowl,,,,,,,,,,,,,
ASC158,Whole moth (Moth ki dal),228.59,55.00,5.74,2.01,2.62,0.66,1.85,0.00,18.98,37.86,23.14,125.08,164.84,0.95,0.08,1.68,0.00,0.22,0.04,0.23,0.00,1.26,2.31,0.00,5.87,0.00,34.05,0.05,0.01,0.27,0.16,0.04,0.46,34.05,3.22,731.26,bowl,,,,,,,,,,,,,
ASC159,Whole urad (Urad ki dal),223.55,53.80,5.05,2.21,2.62,0.57,2.32,0.00,13.07,36.56,21.91,126.12,141.57,0.78,0.09,2.51,0.00,0.28,0.05,0.33,0.00,1.22,2.85,0.00,4.65,0.00,15.21,0.04,0.02,0.27,0.39,0.07,0.38,15.21,3.03,672.16,bowl,,,,,,,,,,,,,
ASC160,Moti mahal dal (Urad rajmah mix dal),428.47,103.13,8.74,3.93,5.66,1.70,3.38,1.92,38.13,74.56,33.51,157.61,246.09,1.05,0.13,3.92,0.00,0.35,0.06,0.55,7.52,2.41,4.90,0.00,6.84,0.00,32.48,0.06,0.05,0.45,0.60,0.11,0.88,32.48,5.39,1117.93,bowl,,,,,,,,,,,,,
ASC161,Black channa curry/Bengal gram curry (Kale chane ki curry),585.35,140.68,14.11,5.67,6.61,2.36,7.99,0.00,53.87,87.47,55.36,358.63,388.59,2.43,0.27,10.43,0.01,0.95,0.11,1.04,0.00,3.02,5.83,0.00,17.61,0.00,72.87,0.12,0.08,0.90,0.77,0.17,1.36,72.87,12.62,3014.28,bowl,,,,,,,,,,,,,
ASC162,Chickpeas curry (Safed channa curry),680.17,163.43,19.98,6.10,6.84,4.78,4.73,0.00,30.61,83.72,35.09,357.99,334.30,1.82,0.23,0.11,0.00,1.31,0.06,0.88,0.00,2.80,5.35,0.00,19.33,0.00,153.92,0.15,0.07,0.76,0.57,0.21,1.13,153.92,13.62,2774.37,bowl,,,,,,,,,,,,,
ASC163,Lobia curry,620.13,148.99,17.88,6.06,5.62,2.51,4.57,0.00,36.80,113.74,68.62,355.41,465.14,2.21,0.26,6.10,0.01,0.65,0.15,1.05,0.00,2.77,5.58,0.00,17.52,0.00,72.37,0.11,0.04,0.79,0.54,0.16,2.12,72.37,12.62,2818.90,bowl,,,,,,,,,,,,,
